,constituency,state,Image,status,Vote,Margin,Candidate,Party
7142,Gopalganj(17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Gopalganj  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/SUREN-2024-9783.jpg,lost,6712 , -505154,SURENDRA RAM,Bhartiya Rashtriya Dal
7143,Gopalganj(17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Gopalganj  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/JITEN-2024-10962.jpg,lost,5969 , -505897,JITENDRA RAM,Bahujan Mukti Party
7144,Gopalganj(17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Gopalganj  (Bihar)

            ",img/nota.jpg,,42863 , -469003,NOTA,None of the Above
7145,Siwan(18),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 18 - Siwan  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/VIJAY-2024-10854.jpg,won,386508 ,+ 92857,VIJAYLAKSHMI DEVI,Janata Dal  (United)
7146,Siwan(18),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 18 - Siwan  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/HENAS-2024-9475.jpg,lost,293651 , -92857,HENA SHAHAB,Independent
7147,Siwan(18),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 18 - Siwan  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/AWADH-2024-20240430051749.jpg,lost,198823 , -187685,AWADH BIHARI CHOUDHARY,Rashtriya Janata Dal
7148,Siwan(18),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 18 - Siwan  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/SATYE-2024-20240503022810.jpg,lost,21565 , -364943,SATYENDRA KUSHWAHA,Independent
7149,Siwan(18),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 18 - Siwan  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/JEEWA-2024-9946.jpg,lost,18590 , -367918,JEEWAN KUMAR,Independent
7150,Siwan(18),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 18 - Siwan  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/DILIP-2024-10969.jpg,lost,12112 , -374396,DILIP KU SINGH,Bahujan Samaj Party
7151,Siwan(18),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 18 - Siwan  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/SANJA-2024-10904.jpg,lost,8879 , -377629,SANJAY KUMAR SAH,Bhartiya Lok Nayak Party
7152,Siwan(18),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 18 - Siwan  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/RAVIN-2024-11146.jpg,lost,8693 , -377815,DR. RAVINDRA NATH SHUKLA,Independent
7153,Siwan(18),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 18 - Siwan  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/DEVKA-2024-10949.jpg,lost,6181 , -380327,DEVKANT MISHRA,Independent
7154,Siwan(18),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 18 - Siwan  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/PRAMO-2024-20240506034021.jpg,lost,5668 , -380840,PRAMOD KUMAR,Independent
7155,Siwan(18),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 18 - Siwan  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/PRAKS-2024-20240504033455.jpg,lost,4509 , -381999,PRAKASH MANI TIWARI,Independent
7156,Siwan(18),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 18 - Siwan  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/MAHEN-2024-10869.jpg,lost,3922 , -382586,MAHENDRA SINGH ALIAS MAHENDRA RAI,Independent
7157,Siwan(18),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 18 - Siwan  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/DILIP-2024-10067.jpg,lost,1953 , -384555,DILIP KUMAR SINGH,Independent
7158,Siwan(18),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 18 - Siwan  (Bihar)

            ",img/nota.jpg,,26964 , -359544,NOTA,None of the Above
7159,Bhagalpur(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - Bhagalpur  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/AJAYK-2024-2935.jpg,won,536031 ,+ 104868,AJAY KUMAR MANDAL,Janata Dal  (United)
7160,Bhagalpur(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - Bhagalpur  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/AJEET-2024-3607.jpg,lost,431163 , -104868,AJEET SHARMA,Indian National Congress
7161,Bhagalpur(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - Bhagalpur  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/POONA-2024-3622.jpg,lost,12646 , -523385,POONAM SINGH,Bahujan Samaj Party
7162,Bhagalpur(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - Bhagalpur  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/HARER-2024-3156.jpg,lost,12258 , -523773,HARERAM YADAV,Independent
7163,Bhagalpur(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - Bhagalpur  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/DEEPA-2024-2954.jpg,lost,7670 , -528361,DEEPAK KUMAR SINGH,Rashtriya Jansambhavna Party
7164,Bhagalpur(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - Bhagalpur  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/CHHOT-2024-3018.jpg,lost,6683 , -529348,CHHOTE LAL KUMAR,Independent
7165,Bhagalpur(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - Bhagalpur  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/RAMES-2024-3697.jpg,lost,6634 , -529397,RAMESH TUDU,Independent
7166,Bhagalpur(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - Bhagalpur  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/UMESH-2024-3003.jpg,lost,5126 , -530905,UMESH PRASAD YADAV,Peoples Party of India (Democratic)
7167,Bhagalpur(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - Bhagalpur  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/DEEPA-2024-2950.jpg,lost,3763 , -532268,DEEPAK KUMAR,Socialist Unity Centre Of India (COMMUNIST)
7168,Bhagalpur(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - Bhagalpur  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/MUKES-2024-3076.jpg,lost,3681 , -532350,MUKESH KUMAR,Akhil Bhartiya Parivar Party
7169,Bhagalpur(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - Bhagalpur  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/DAYAR-2024-3424.jpg,lost,3519 , -532512,DAYARAM MANDAL,Lok Sewa Dal
7170,Bhagalpur(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - Bhagalpur  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/OMPRA-2024-3481.jpg,lost,3104 , -532927,OM PRAKASH PODDAR,Independent
7171,Bhagalpur(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - Bhagalpur  (Bihar)

            ",img/nota.jpg,,31803 , -504228,NOTA,None of the Above
7172,Banka(27),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 27 - Banka  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/GIRID-2024-20240403060917.jpg,won,506678 ,+ 103844,GIRIDHARI YADAV,Janata Dal  (United)
7173,Banka(27),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 27 - Banka  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/JAYPR-2024-20240402022546.jpg,lost,402834 , -103844,JAI PRAKASH NARAYAN YADAV,Rashtriya Janata Dal
7174,Banka(27),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 27 - Banka  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/NARES-2024-20240404044306.jpg,lost,14939 , -491739,NARESH YADAV,Independent
7175,Banka(27),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 27 - Banka  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/JAYPR-2024-20240403060441.jpg,lost,12277 , -494401,JAY PRAKASH YADAV,Rashtriya Jansambhavna Party
7176,Banka(27),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 27 - Banka  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/AMRIT-2024-20240403035528.jpg,lost,9670 , -497008,AMRIT TANTI,Bhartiya Dalit Party
7177,Banka(27),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 27 - Banka  (Bihar)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S04/NARES-2024-20240404044211.jpg,lost,8125 , -498553,NARESH KUMAR PRIYADARSHI,Independent
